Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
MagIciaNGTAO_leetcode,org.mingtaoz.a9.array,ProductExcludeSelf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MagIciaNGTAO_leetcode,org.mingtaoz.a9.binary,BitMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MagIciaNGTAO_leetcode,org.mingtaoz.a9.graph,GraphNode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: label; neighbors
MagIciaNGTAO_leetcode,org.mingtaoz.a9.graph,GraphNode.Graph,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: node; map
MagIciaNGTAO_leetcode,org.mingtaoz.a9.graph,GraphNode.Graph,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MagIciaNGTAO_leetcode,org.mingtaoz.a9.graph,GraphNode.Graph,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: node; map
MagIciaNGTAO_leetcode,org.mingtaoz.a9.greedy,Event,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MagIciaNGTAO_leetcode,org.mingtaoz.a9.greedy,Event,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; startTimepoint; endTimepoint
MagIciaNGTAO_leetcode,org.mingtaoz.a9.greedy,Event.Room,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; endTimepoint
MagIciaNGTAO_leetcode,org.mingtaoz.a9.greedy,Event.Room,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
